undergradStatus,entryStatus,gender,raceEthnicity,year,count,hour,email
 <=50K,Assoc-acdm,Male,<50,0,1,Full-time,jackson.h@hotmail.com
 <=50K,HS-grad,Female,<40,0,1,Full-time,emily.i@gmail.com
 <=50K,Some-college,Male,<50,0,1,Full-time,jacob.y@gmail.com
 <=50K,Some-college,Female,<50,0,1,Full-time,sophie.i@hotmail.com
 >50K,Bachelors,Male,<30,0,1,Full-time,liam.a@aol.com
 >50K,Bachelors,Male,<60,0,1,Full-time,jackson.r@gmail.com
 <=50K,Some-college,Male,<30,0,1,Part-time,samuel.e@gmail.com
 <=50K,Some-college,Female,<30,0,1,Full-time,kylie.i@gmail.com
 >50K,Bachelors,Male,<60,0,1,Full-time,ethan.e@hotmail.com
 <=50K,Assoc-voc,Female,<40,0,1,Full-time,adeline.d@gmail.com
 <=50K,7th-8th,Male,<30,0,1,Full-time,hunter.e@aol.com
 >50K,Masters,Male,<50,0,1,Full-time,samuel.m@yahoo.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,gavin.l@gmail.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,dominic.h@gmail.com
 <=50K,Some-college,Male,<40,0,1,Full-time,joseph.d@msn.com
 <=50K,Some-college,Female,<50,0,1,Full-time,anna.y@yahoo.com
 <=50K,HS-grad,Female,<30,0,1,Full-time,gabriella.c@gmail.com
 <=50K,Some-college,Female,<40,0,1,Full-time,savannah.t@hotmail.com
 >50K,Doctorate,Male,<50,0,1,Full-time,evan.k@yahoo.com
 <=50K,Some-college,Male,<40,0,1,Full-time,jayce.x@gmail.com
 >50K,12th,Male,<40,0,1,Full-time,julian.s@gmail.com
 <=50K,1st-4th,Male,<60,0,1,Full-time,hunter.w@hotmail.com
 <=50K,11th,Female,<40,0,1,Full-time,caroline.w@msn.com
 <=50K,11th,Male,<40,0,1,Full-time,benjamin.n@yahoo.com
 <=50K,HS-grad,Female,<40,0,1,Full-time,mia.c@aol.com
 <=50K,Some-college,Male,<30,0,1,Full-time,nicholas.x@aol.com
 <=50K,11th,Male,<20,0,1,Full-time,lucas.l@gmail.com
 >50K,Bachelors,Female,<40,0,1,Full-time,elena.n@yahoo.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,liam.w@hotmail.com
 <=50K,10th,Female,<40,0,1,Full-time,arianna.e@hotmail.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,zachary.n@hotmail.com
 <=50K,Masters,Male,<40,0,1,Full-time,james.c@hotmail.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,adam.s@hotmail.com
 >50K,HS-grad,Male,>=60,0,1,Full-time,william.l@yahoo.com
 <=50K,Masters,Male,<50,0,1,Full-time,liam.m@gmail.com
 <=50K,Bachelors,Female,<50,0,1,Full-time,olivia.d@yahoo.com
 >50K,Assoc-acdm,Female,<40,0,1,Full-time,mia.d@msn.com
 <=50K,Some-college,Male,<30,0,1,Full-time,levi.z@msn.com
 >50K,Masters,Male,<40,0,1,Full-time,carter.m@gmail.com
 <=50K,HS-grad,Male,<40,0,1,Part-time,sebastian.m@gmail.com
 <=50K,Some-college,Female,<40,0,1,Full-time,aaliyah.k@hotmail.com
 <=50K,Some-college,Male,<30,0,1,Full-time,samuel.t@gmail.com
 <=50K,Some-college,Female,<50,0,1,Full-time,claire.d@gmail.com
 <=50K,Bachelors,Male,<30,0,1,Full-time,elijah.i@msn.com
 <=50K,HS-grad,Female,<50,0,1,Full-time,isabelle.m@msn.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,isaac.z@msn.com
 >50K,Some-college,Male,<50,0,1,Full-time,william.l@hotmail.com
 <=50K,9th,Male,<30,0,1,Full-time,eli.i@aol.com
 <=50K,Some-college,Male,<30,0,1,Part-time,caden.x@hotmail.com
 <=50K,HS-grad,Female,<50,0,1,Full-time,caroline.n@aol.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,caden.s@gmail.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,luke.d@hotmail.com
 <=50K,HS-grad,Female,<20,0,1,Full-time,allison.a@aol.com
 >50K,Some-college,Male,<50,0,1,Full-time,henry.w@yahoo.com
 >50K,HS-grad,Male,>=60,0,1,Full-time,daniel.s@hotmail.com
 >50K,HS-grad,Female,<50,0,1,Full-time,jasmine.n@gmail.com
 >50K,Assoc-voc,Male,<50,0,1,Full-time,tyler.b@aol.com
 <=50K,HS-grad,Female,<40,0,1,Part-time,emma.n@msn.com
 <=50K,Some-college,Male,<40,0,1,Full-time,nathan.s@aol.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,dylan.y@gmail.com
 <=50K,Assoc-acdm,Male,<50,0,1,Full-time,carter.k@hotmail.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,tyler.l@gmail.com
 <=50K,Bachelors,Male,<40,0,1,Full-time,aiden.y@hotmail.com
 <=50K,1st-4th,Male,<60,0,1,Full-time,william.x@yahoo.com
 <=50K,Bachelors,Female,<30,0,1,Full-time,zoe.i@gmail.com
 <=50K,HS-grad,Female,<40,0,1,Full-time,layla.l@msn.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,lucas.c@hotmail.com
 <=50K,Some-college,Male,<40,0,1,Full-time,charlie.s@gmail.com
 >50K,Masters,Male,<50,0,1,Full-time,dylan.m@msn.com
 >50K,Bachelors,Female,<40,0,1,Full-time,evelyn.r@hotmail.com
 >50K,Some-college,Male,>=60,0,1,Full-time,thomas.h@gmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,hunter.n@gmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,alexander.r@yahoo.com
 <=50K,Assoc-voc,Female,>=60,0,1,Part-time,samantha.w@gmail.com
 <=50K,Bachelors,Female,<50,0,1,Full-time,peyton.l@gmail.com
 <=50K,9th,Male,<20,0,1,Part-time,benjamin.w@msn.com
 <=50K,Some-college,Male,<30,0,1,Part-time,william.t@gmail.com
 <=50K,10th,Male,<30,0,1,Full-time,ethan.b@gmail.com
 <=50K,HS-grad,Female,<30,0,1,Full-time,kaitlyn.w@msn.com
 <=50K,Assoc-acdm,Male,<40,0,1,Full-time,caden.r@yahoo.com
 <=50K,Some-college,Male,<50,0,1,Full-time,logan.y@hotmail.com
 <=50K,Bachelors,Male,<30,0,1,Full-time,james.s@aol.com
 <=50K,HS-grad,Female,<50,0,1,Full-time,avery.y@gmail.com
 <=50K,Some-college,Female,<30,0,1,Full-time,vivian.s@aol.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,max.a@yahoo.com
 <=50K,Bachelors,Female,<50,0,1,Full-time,jasmine.r@hotmail.com
 >50K,Bachelors,Male,<40,0,1,Full-time,ethan.h@gmail.com
 <=50K,HS-grad,Female,<50,0,1,Full-time,abigail.n@yahoo.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,carter.d@hotmail.com
 <=50K,Assoc-acdm,Female,<40,0,1,Full-time,mackenzie.l@gmail.com
 <=50K,HS-grad,Female,<40,0,1,Full-time,grace.c@msn.com
 <=50K,Bachelors,Male,<40,0,1,Full-time,isaac.n@gmail.com
 <=50K,HS-grad,Female,<50,0,1,Full-time,hailey.m@msn.com
 <=50K,Some-college,Male,<30,0,1,Full-time,landon.t@gmail.com
 <=50K,5th-6th,Male,<30,0,1,Full-time,connor.y@gmail.com
 <=50K,Some-college,Female,<30,0,1,Full-time,madison.m@hotmail.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,hunter.y@hotmail.com
 <=50K,HS-grad,Male,>=60,0,1,Full-time,carter.i@gmail.com
 <=50K,Some-college,Male,<60,0,1,Full-time,noah.l@gmail.com
 <=50K,Some-college,Female,<60,0,1,Full-time,elena.d@msn.com
 <=50K,Bachelors,Female,<30,0,1,Full-time,olivia.l@msn.com
 <=50K,Bachelors,Male,<30,0,1,Full-time,hunter.b@gmail.com
 <=50K,Some-college,Male,<20,0,1,Part-time,elijah.l@hotmail.com
 <=50K,Some-college,Male,<50,0,1,Full-time,liam.h@yahoo.com
 <=50K,HS-grad,Female,<50,0,1,Full-time,ava.e@hotmail.com
 <=50K,HS-grad,Female,<40,0,1,Full-time,ella.r@yahoo.com
 <=50K,Assoc-voc,Male,<50,0,1,Full-time,matthew.s@hotmail.com
 <=50K,Assoc-voc,Male,<40,0,1,Full-time,andrew.s@msn.com
 >50K,Some-college,Male,<40,0,1,Full-time,grayson.z@msn.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,andrew.m@hotmail.com
 <=50K,Some-college,Female,<30,0,1,Full-time,aaliyah.r@hotmail.com
 >50K,Bachelors,Male,<40,0,1,Full-time,jayden.c@hotmail.com
 >50K,Bachelors,Male,<40,0,1,Full-time,jacob.i@msn.com
 >50K,HS-grad,Male,<60,0,1,Full-time,alexander.x@msn.com
 <=50K,Some-college,Male,<30,0,1,Full-time,caleb.l@yahoo.com
 >50K,Some-college,Male,<40,0,1,Full-time,colton.b@yahoo.com
 >50K,Some-college,Male,<50,0,1,Full-time,henry.l@aol.com
 <=50K,Some-college,Female,<30,0,1,Full-time,juliana.r@hotmail.com
 >50K,Bachelors,Male,<50,0,1,Full-time,joshua.h@aol.com
 <=50K,Some-college,Female,>=60,0,1,Part-time,mia.h@hotmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,dylan.h@yahoo.com
 <=50K,Masters,Male,<50,0,1,Full-time,owen.r@aol.com
 <=50K,11th,Female,<50,0,1,Full-time,isabelle.x@hotmail.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,jackson.e@yahoo.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,john.s@yahoo.com
 >50K,Assoc-acdm,Female,<50,0,1,Full-time,leah.b@gmail.com
 >50K,Prof-school,Male,>=60,0,1,Full-time,michael.t@yahoo.com
 <=50K,12th,Male,<40,0,1,Full-time,elijah.x@gmail.com
 <=50K,1st-4th,Female,<60,0,1,Full-time,audrey.e@hotmail.com
 <=50K,Assoc-voc,Male,<30,0,1,Full-time,hunter.l@yahoo.com
 <=50K,Bachelors,Female,<40,0,1,Full-time,elizabeth.t@gmail.com
 <=50K,Some-college,Male,<50,0,1,Full-time,david.e@hotmail.com
 <=50K,Doctorate,Male,<30,0,1,Full-time,anthony.h@gmail.com
 <=50K,Some-college,Female,<40,0,1,Full-time,evelyn.h@gmail.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,nicholas.c@gmail.com
 <=50K,Some-college,Male,<30,0,1,Full-time,jayden.x@msn.com
 <=50K,HS-grad,Female,<40,0,1,Full-time,addison.m@yahoo.com
 <=50K,10th,Female,<60,0,1,Full-time,addison.l@gmail.com
 <=50K,Some-college,Male,<40,0,1,Full-time,michael.z@hotmail.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,noah.h@yahoo.com
 <=50K,Some-college,Male,<30,0,1,Full-time,jackson.n@yahoo.com
 <=50K,Some-college,Male,<50,0,1,Full-time,jackson.w@gmail.com
 <=50K,HS-grad,Female,<40,0,1,Part-time,kaitlyn.w@gmail.com
 <=50K,11th,Female,>=60,0,1,Part-time,evelyn.h@hotmail.com
 <=50K,HS-grad,Female,<40,0,1,Full-time,sophia.k@gmail.com
 >50K,Assoc-voc,Female,<40,0,1,Full-time,alaina.l@gmail.com
 <=50K,11th,Female,>=60,0,1,Part-time,juliana.e@msn.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,anthony.e@gmail.com
 <=50K,HS-grad,Female,<40,0,1,Full-time,stella.e@yahoo.com
 <=50K,11th,Male,<40,0,1,Full-time,anthony.l@aol.com
 <=50K,Bachelors,Male,<30,0,1,Full-time,joshua.s@gmail.com
 >50K,Bachelors,Male,<60,0,1,Full-time,charlie.e@gmail.com
 >50K,Some-college,Male,<50,0,1,Full-time,wyatt.a@gmail.com
 <=50K,HS-grad,Female,<30,0,1,Full-time,aria.a@msn.com
 >50K,Bachelors,Male,<60,0,1,Full-time,joseph.n@hotmail.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,samuel.w@aol.com
 <=50K,Masters,Male,<50,0,1,Full-time,mason.t@aol.com
 <=50K,7th-8th,Female,<50,0,1,Full-time,madelyn.b@aol.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,connor.m@hotmail.com
 <=50K,Masters,Male,<50,0,1,Full-time,liam.y@aol.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,charlie.s@gmail.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,mason.e@hotmail.com
 <=50K,11th,Male,<20,0,1,Part-time,hunter.m@yahoo.com
 >50K,Assoc-voc,Male,<40,0,1,Full-time,noah.y@yahoo.com
 <=50K,Doctorate,Female,<30,0,1,Full-time,kaitlyn.k@aol.com
 >50K,Bachelors,Male,<30,0,1,Full-time,thomas.k@gmail.com
 <=50K,Assoc-acdm,Female,<40,0,1,Full-time,emma.r@gmail.com
 <=50K,Bachelors,Female,<60,0,1,Full-time,riley.h@gmail.com
 <=50K,Some-college,Male,<30,0,1,Full-time,oliver.x@msn.com
 >50K,HS-grad,Male,<60,0,1,Full-time,daniel.a@gmail.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,william.k@yahoo.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,sebastian.y@gmail.com
 <=50K,Bachelors,Male,<40,0,1,Full-time,benjamin.e@aol.com
 <=50K,Some-college,Female,<30,0,1,Part-time,sophie.h@aol.com
 <=50K,Some-college,Male,<30,0,1,Full-time,dylan.y@gmail.com
 <=50K,11th,Male,<20,0,1,Part-time,isaac.w@msn.com
 >50K,10th,Male,<60,0,1,Full-time,liam.h@msn.com
 <=50K,Bachelors,Male,<60,0,1,Full-time,thomas.b@hotmail.com
 >50K,7th-8th,Male,>=60,0,1,Full-time,joseph.t@gmail.com
 >50K,Bachelors,Male,<40,0,1,Full-time,isaac.i@gmail.com
 <=50K,Bachelors,Female,<30,0,1,Full-time,juliana.y@gmail.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,james.c@gmail.com
 >50K,Prof-school,Male,<50,0,1,Full-time,sebastian.l@yahoo.com
 <=50K,Some-college,Male,<30,0,1,Full-time,oliver.x@hotmail.com
 <=50K,Bachelors,Female,<50,0,1,Full-time,lily.i@aol.com
 <=50K,Bachelors,Male,<40,0,1,Full-time,caleb.s@gmail.com
 <=50K,Some-college,Male,<20,0,1,Part-time,isaac.z@hotmail.com
 <=50K,7th-8th,Female,>=60,0,1,Full-time,abigail.h@gmail.com
 <=50K,9th,Male,<50,0,1,Full-time,julian.a@hotmail.com
 <=50K,Assoc-acdm,Male,<40,0,1,Full-time,ryan.z@gmail.com
 <=50K,HS-grad,Female,<50,0,1,Full-time,madelyn.k@gmail.com
 >50K,Masters,Male,<60,0,1,Full-time,joseph.k@aol.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,nicholas.k@aol.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,hunter.i@yahoo.com
 <=50K,10th,Female,<20,0,1,Part-time,emily.h@gmail.com
 <=50K,Masters,Female,<60,0,1,Full-time,sophia.n@aol.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,samuel.h@yahoo.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,julian.e@yahoo.com
 <=50K,Bachelors,Male,<30,0,1,Part-time,jacob.t@gmail.com
 <=50K,Bachelors,Female,<30,0,1,Full-time,kennedy.e@msn.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,jackson.c@gmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,oliver.m@gmail.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,dylan.n@msn.com
 <=50K,Bachelors,Male,<60,0,1,Full-time,alexander.b@gmail.com
 >50K,Prof-school,Male,<50,0,1,Full-time,zachary.r@yahoo.com
 <=50K,Bachelors,Female,<30,0,1,Part-time,avery.a@gmail.com
 <=50K,11th,Female,<50,0,1,Full-time,evelyn.t@msn.com
 <=50K,9th,Female,>=60,0,1,Part-time,scarlett.r@hotmail.com
 <=50K,Assoc-voc,Male,<30,0,1,Full-time,sebastian.h@gmail.com
 <=50K,9th,Male,<50,0,1,Full-time,jack.m@gmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,jackson.z@gmail.com
 >50K,HS-grad,Male,<40,0,1,Full-time,tyler.t@yahoo.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,luke.t@msn.com
 >50K,Some-college,Male,<40,0,1,Full-time,joshua.l@aol.com
 >50K,Bachelors,Male,<50,0,1,Full-time,oliver.i@hotmail.com
 <=50K,Some-college,Female,<50,0,1,Full-time,claire.z@gmail.com
 <=50K,10th,Female,<50,0,1,Full-time,london.d@gmail.com
 >50K,Some-college,Male,<50,0,1,Full-time,liam.b@gmail.com
 >50K,Bachelors,Female,<40,0,1,Full-time,amelia.l@aol.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,daniel.s@yahoo.com
 <=50K,HS-grad,Female,<20,0,1,Part-time,lillian.t@hotmail.com
 <=50K,Bachelors,Male,<30,0,1,Full-time,thomas.i@yahoo.com
 >50K,Bachelors,Male,<40,0,1,Full-time,max.n@gmail.com
 <=50K,5th-6th,Male,<50,0,1,Full-time,max.k@yahoo.com
 >50K,Doctorate,Male,<60,0,1,Full-time,max.h@gmail.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,matthew.e@msn.com
 <=50K,HS-grad,Male,>=60,0,1,Full-time,noah.i@aol.com
 <=50K,Some-college,Male,<30,0,1,Part-time,jack.k@hotmail.com
 >50K,Some-college,Male,<40,0,1,Full-time,hunter.x@gmail.com
 <=50K,Some-college,Male,<40,0,1,Full-time,noah.t@gmail.com
 >50K,Doctorate,Male,<60,0,1,Full-time,jack.w@gmail.com
 <=50K,HS-grad,Female,<40,0,1,Full-time,brooklyn.e@gmail.com
 <=50K,HS-grad,Male,>=60,0,1,Part-time,max.n@gmail.com
 >50K,Bachelors,Male,<40,0,1,Full-time,caleb.c@aol.com
 <=50K,Some-college,Male,<30,0,1,Part-time,evan.w@gmail.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,andrew.s@gmail.com
 >50K,Doctorate,Male,<40,0,1,Full-time,hunter.c@hotmail.com
 <=50K,Some-college,Female,<40,0,1,Full-time,lillian.m@gmail.com
 <=50K,HS-grad,Female,<30,0,1,Full-time,mackenzie.e@yahoo.com
 <=50K,Some-college,Female,<30,0,1,Full-time,audrey.k@msn.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,brayden.s@msn.com
 <=50K,7th-8th,Male,<50,0,1,Full-time,david.s@yahoo.com
 >50K,HS-grad,Male,<50,0,1,Full-time,luke.d@aol.com
 >50K,12th,Male,<50,0,1,Full-time,logan.h@aol.com
 <=50K,Masters,Male,<40,0,1,Full-time,oliver.c@msn.com
 <=50K,Some-college,Male,<30,0,1,Full-time,michael.h@aol.com
 <=50K,Masters,Male,<50,0,1,Full-time,wyatt.x@gmail.com
 <=50K,Some-college,Female,<30,0,1,Part-time,bella.x@gmail.com
 >50K,Assoc-acdm,Female,<50,0,1,Full-time,mackenzie.c@aol.com
 <=50K,Some-college,Male,<30,0,1,Full-time,aiden.c@gmail.com
 >50K,HS-grad,Male,<50,0,1,Full-time,jayden.z@hotmail.com
 <=50K,9th,Male,<30,0,1,Part-time,cameron.y@msn.com
 <=50K,Some-college,Male,<50,0,1,Full-time,eli.y@gmail.com
 <=50K,11th,Male,<20,0,1,Part-time,colton.i@msn.com
 >50K,Bachelors,Male,<40,0,1,Full-time,eli.z@gmail.com
 >50K,HS-grad,Male,<60,0,1,Full-time,james.n@aol.com
 <=50K,HS-grad,Female,<30,0,1,Full-time,ava.n@hotmail.com
 <=50K,12th,Male,<20,0,1,Part-time,eli.t@gmail.com
 <=50K,Some-college,Male,<40,0,1,Full-time,jayce.n@gmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,joshua.a@hotmail.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,carter.d@gmail.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,logan.a@aol.com
 >50K,Assoc-voc,Male,<40,0,1,Full-time,dylan.n@msn.com
 >50K,HS-grad,Male,<40,0,1,Full-time,nicholas.z@aol.com
 <=50K,Some-college,Male,<30,0,1,Full-time,elijah.t@hotmail.com
 <=50K,11th,Female,<20,0,1,Part-time,ellie.h@gmail.com
 <=50K,HS-grad,Female,<40,0,1,Full-time,madison.c@hotmail.com
 <=50K,Bachelors,Female,<50,0,1,Full-time,mila.a@hotmail.com
 <=50K,Masters,Male,<50,0,1,Full-time,wyatt.h@gmail.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,caden.a@hotmail.com
 <=50K,Some-college,Male,<60,0,1,Full-time,charlie.h@hotmail.com
 <=50K,Some-college,Female,<30,0,1,Full-time,natalie.d@gmail.com
 <=50K,Some-college,Male,<50,0,1,Full-time,max.x@yahoo.com
 <=50K,Some-college,Male,<30,0,1,Part-time,anthony.r@msn.com
 <=50K,Bachelors,Female,<30,0,1,Full-time,gianna.r@gmail.com
 >50K,Masters,Male,<40,0,1,Full-time,anthony.c@hotmail.com
 >50K,Masters,Male,<40,0,1,Full-time,eli.z@gmail.com
 <=50K,Bachelors,Female,<40,0,1,Full-time,madelyn.l@gmail.com
 <=50K,HS-grad,Female,<20,0,1,Part-time,harper.s@yahoo.com
 <=50K,Bachelors,Male,<40,0,1,Full-time,joseph.e@yahoo.com
 <=50K,Bachelors,Female,<40,0,1,Full-time,mia.e@msn.com
 <=50K,Some-college,Male,<30,0,1,Part-time,john.t@msn.com
 <=50K,Some-college,Male,<40,0,1,Full-time,grayson.i@gmail.com
 >50K,Doctorate,Female,<50,0,1,Full-time,sophie.m@yahoo.com
 >50K,Bachelors,Female,<50,0,1,Full-time,kylie.x@msn.com
 <=50K,12th,Male,<50,0,1,Full-time,caleb.r@aol.com
 <=50K,Some-college,Male,<50,0,1,Full-time,carter.l@yahoo.com
 <=50K,HS-grad,Male,>=60,0,1,Full-time,adam.w@hotmail.com
 <=50K,11th,Male,<20,0,1,Part-time,james.r@gmail.com
 <=50K,Bachelors,Male,<30,0,1,Full-time,nicholas.y@aol.com
 <=50K,Some-college,Female,<40,0,1,Full-time,allison.r@msn.com
 <=50K,Assoc-voc,Male,<50,0,1,Full-time,gavin.s@hotmail.com
 <=50K,Bachelors,Female,<40,0,1,Full-time,london.d@aol.com
 <=50K,HS-grad,Female,<40,0,1,Part-time,emma.x@gmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,thomas.l@hotmail.com
 <=50K,HS-grad,Female,<20,0,1,Part-time,charlotte.h@hotmail.com
 <=50K,Some-college,Female,<30,0,1,Part-time,adeline.k@yahoo.com
 >50K,Bachelors,Male,<40,0,1,Full-time,david.d@gmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,anthony.k@aol.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,dominic.l@yahoo.com
 <=50K,Bachelors,Male,<30,0,1,Full-time,alexander.d@aol.com
 >50K,HS-grad,Male,<60,0,1,Full-time,dominic.i@yahoo.com
 >50K,Bachelors,Male,<50,0,1,Full-time,hunter.d@hotmail.com
 <=50K,HS-grad,Female,<50,0,1,Part-time,makayla.h@aol.com
 <=50K,Some-college,Female,<30,0,1,Part-time,hailey.s@aol.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,luke.c@hotmail.com
 <=50K,Some-college,Female,<30,0,1,Part-time,harper.t@hotmail.com
 <=50K,Some-college,Female,<60,0,1,Full-time,peyton.c@gmail.com
 <=50K,Assoc-voc,Male,<30,0,1,Full-time,sebastian.c@msn.com
 <=50K,Assoc-voc,Female,<30,0,1,Full-time,savannah.h@aol.com
 <=50K,Some-college,Male,<40,0,1,Full-time,caleb.l@aol.com
 <=50K,Some-college,Female,<40,0,1,Full-time,hailey.x@aol.com
 <=50K,Bachelors,Male,<50,0,1,Full-time,matthew.b@gmail.com
 <=50K,HS-grad,Female,<60,0,1,Part-time,lillian.k@gmail.com
 >50K,Bachelors,Male,<50,0,1,Full-time,jackson.b@hotmail.com
 <=50K,Some-college,Female,<20,0,1,Part-time,lily.b@yahoo.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,christian.w@hotmail.com
 >50K,Masters,Female,<50,0,1,Full-time,natalie.m@gmail.com
 <=50K,Assoc-voc,Male,<30,0,1,Full-time,cameron.d@aol.com
 <=50K,12th,Male,<20,0,1,Part-time,eli.l@gmail.com
 >50K,Bachelors,Female,<50,0,1,Full-time,audrey.e@gmail.com
 >50K,HS-grad,Male,<60,0,1,Full-time,daniel.d@yahoo.com
 <=50K,Some-college,Female,<40,0,1,Full-time,aubrey.d@hotmail.com
 <=50K,11th,Male,<30,0,1,Full-time,oliver.k@msn.com
 <=50K,Bachelors,Male,<50,0,1,Full-time,luke.k@aol.com
 >50K,Bachelors,Male,<30,0,1,Full-time,jack.m@gmail.com
 <=50K,Bachelors,Male,<30,0,1,Full-time,john.m@aol.com
 <=50K,10th,Male,<60,0,1,Full-time,thomas.z@yahoo.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,zachary.h@msn.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,colton.m@aol.com
 <=50K,Assoc-voc,Male,<30,0,1,Full-time,michael.x@hotmail.com
 >50K,HS-grad,Male,<60,0,1,Full-time,daniel.d@gmail.com
 <=50K,Bachelors,Female,<40,0,1,Full-time,leah.z@gmail.com
 >50K,HS-grad,Female,<50,0,1,Full-time,abigail.d@msn.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,eli.d@yahoo.com
 <=50K,HS-grad,Female,<40,0,1,Full-time,adalyn.l@aol.com
 >50K,HS-grad,Female,<60,0,1,Full-time,kennedy.t@gmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,ryan.n@aol.com
 >50K,Doctorate,Male,<60,0,1,Full-time,adam.x@gmail.com
 >50K,Bachelors,Male,<60,0,1,Full-time,hunter.n@msn.com
 <=50K,10th,Female,<40,0,1,Full-time,isabella.i@gmail.com
 <=50K,Some-college,Male,<40,0,1,Full-time,eli.y@msn.com
 <=50K,Some-college,Female,<30,0,1,Part-time,sophie.r@yahoo.com
 <=50K,Bachelors,Female,<50,0,1,Full-time,arianna.z@hotmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,evan.n@msn.com
 <=50K,Some-college,Female,<30,0,1,Full-time,caroline.b@gmail.com
 <=50K,5th-6th,Male,<40,0,1,Full-time,landon.n@msn.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,dominic.d@gmail.com
 >50K,Assoc-voc,Female,<40,0,1,Full-time,lily.t@msn.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,caleb.y@gmail.com
 <=50K,Assoc-voc,Male,<30,0,1,Full-time,lucas.x@aol.com
 <=50K,Some-college,Female,<40,0,1,Full-time,addison.n@hotmail.com
 >50K,Bachelors,Male,<50,0,1,Full-time,henry.z@aol.com
 <=50K,Some-college,Male,<60,0,1,Full-time,jayden.c@msn.com
 <=50K,Assoc-voc,Female,<30,0,1,Full-time,lucy.x@gmail.com
 >50K,Assoc-voc,Male,<50,0,1,Full-time,nathan.i@hotmail.com
 <=50K,Some-college,Male,<50,0,1,Full-time,alexander.n@hotmail.com
 >50K,Bachelors,Female,<50,0,1,Full-time,audrey.r@yahoo.com
 <=50K,Some-college,Female,<50,0,1,Full-time,avery.r@yahoo.com
 <=50K,HS-grad,Male,>=60,0,1,Full-time,cameron.e@gmail.com
 <=50K,12th,Male,<20,0,1,Part-time,anthony.w@hotmail.com
 >50K,Assoc-voc,Male,<50,0,1,Full-time,benjamin.w@msn.com
 <=50K,Bachelors,Male,<50,0,1,Full-time,benjamin.k@yahoo.com
 <=50K,HS-grad,Female,<30,0,1,Full-time,hailey.a@hotmail.com
 >50K,HS-grad,Male,>=60,0,1,Full-time,ethan.r@yahoo.com
